,book_id,book_isbn,name,image,category
123,25504,9780370000000.0,Slouching Towards Bethlehem,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3745/9780374531386.jpg,Society-Social-Sciences
124,18708,9781630000000.0,"The Backyard Beekeeper, 4th Edition",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6315/9781631593321.jpg,Natural-History
125,3551,9781910000000.0,The World of Yesterday,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9065/9781906548674.jpg,Biography
126,11254,9781410000000.0,5:2 Veggie and Vegan,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4091/9781409171263.jpg,Food-Drink
127,3752,9781790000000.0,The Wahls Protocol,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7850/9781785041426.jpg,Biography
128,26369,9780140000000.0,The Mountains of My Life,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1411/9780141192918.jpg,Sport
129,326,9780750000000.0,Momma And The Meaning Of Life,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7499/9780749927486.jpg,Medical
130,7242,9781450000000.0,Sewing Luna Lapin's Friends,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4463/9781446307014.jpg,Crafts-Hobbies
131,31996,9780140000000.0,Travels with Charley,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1400/9780140053203.jpg,Travel-Holiday-Guides
132,13365,9780220000000.0,Fun Home,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2240/9780224080514.jpg,Health
133,3808,9780340000000.0,Run Baby Run,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3408/9780340861967.jpg,Biography
134,22696,9780720000000.0,The Invitation,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7225/9780722540459.jpg,Religion
135,8308,9781780000000.0,Snowing in Bali,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7820/9781782062677.jpg,Crime-Thriller
136,150,9781580000000.0,The Wahls Protocol,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5833/9781583335543.jpg,Medical
137,9630,9781910000000.0,Top Tips for IELTS Academic Paperback with CD-ROM,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9064/9781906438722.jpg,Dictionaries-Languages
138,26027,9780010000000.0,The Supercar Book,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0075/9780007578504.jpg,Sport
139,30517,9781410000000.0,Harry Potter and the Philosopher's Stone,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4088/9781408865262.jpg,Teen-Young-Adult
140,16181,9781600000000.0,Knock Knock Insults & Comeback for All Occasions,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6010/9781601060587.jpg,Humour
141,9071,9780200000000.0,Oxford Essential French Dictionary,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1995/9780199576388.jpg,Dictionaries-Languages
142,19751,9780750000000.0,Harry Potter and the Cursed Child - Parts I & II,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751565355.jpg,Poetry-Drama
143,15765,9780870000000.0,Mastering Basic Cheesemaking,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8657/9780865718180.jpg,Home-Garden
144,32281,9781790000000.0,Secret Marvels of the World,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7865/9781786578655.jpg,Travel-Holiday-Guides
145,4724,9781250000000.0,Radical Candor,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/2501/9781250103505.jpg,Business-Finance-Law
146,15371,9780690000000.0,Houses and Homes,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6881/9780688135782.jpg,Home-Garden
147,7985,9781410000000.0,Unnatural Causes,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4059/9781405923538.jpg,Crime-Thriller
148,30431,9781440000000.0,Aristotle and Dante Discover the Secrets of the Universe,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4424/9781442408920.jpg,Teen-Young-Adult
149,11714,9781610000000.0,"The Bread Baker's Apprentice, 15th Anniversary Edition",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6077/9781607748656.jpg,Food-Drink
150,11124,9780390000000.0,Fifty Shades of Chicken,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3853/9780385345224.jpg,Food-Drink
151,13415,9780720000000.0,The Dance of Anger,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7225/9780722536230.jpg,Health
152,25071,9780060000000.0,All About Love,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0609/9780060959470.jpg,Society-Social-Sciences
153,25584,9781470000000.0,Bad Feminist,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4721/9781472119735.jpg,Society-Social-Sciences
154,17959,9780100000000.0,Salt,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0992/9780099281993.jpg,Natural-History
155,9336,9780470000000.0,Essentials of Assessment Report Writing,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4713/9780471394877.jpg,Dictionaries-Languages
156,10969,9780090000000.0,The Art of Eating Well,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0919/9780091958329.jpg,Food-Drink
157,26567,9781680000000.0,Slobberknocker,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6835/9781683581130.jpg,Sport
158,5216,9781410000000.0,Peep Inside the Zoo,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4095/9781409549925.jpg,Childrens-Books
159,2484,9781450000000.0,Botanicals Labels and Stickers,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4521/9781452107509.jpg,Art-Photography
160,15979,9780490000000.0,An Ideal Husband,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4864/9780486414232.jpg,Humour
161,26943,9780790000000.0,Legend of Drizzt Board Game,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7869/9780786958733.jpg,Stationery
162,31914,9780330000000.0,Germania,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3304/9780330451406.jpg,Travel-Holiday-Guides
163,22683,9780200000000.0,The Holy Land,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1992/9780199236664.jpg,Religion
